LATITUDE,LONGITUDE,BRIGHTNESS,ACQ_DATE,ACQ_TIME,suburb
-37.3411,148.252,329.7,2019-12-21,352,W TREE
-37.4139,147.6528,331.8,2019-12-21,352,STIRLING
-37.3745,147.5627,340.9,2019-12-21,352,BROOKVILLE
-36.6352,141.5021,336.5,2019-12-21,352,GOROKE
-37.791,141.3726,340.0,2019-12-21,352,KILLARA
-37.7889,141.4117,325.6,2019-12-21,352,KILLARA
-37.7988,141.4168,310.0,2019-12-21,352,KILLARA
-37.8066,141.374,311.5,2019-12-21,352,DARTMOOR
-37.8007,141.3777,330.5,2019-12-21,352,DARTMOOR
-36.7447,146.049,333.1,2019-12-21,352,MOORNGAG
-36.8594,141.7802,322.0,2019-12-21,352,JILPANGER
-36.9151,141.3557,322.4,2019-12-21,352,ULLSWATER
-36.7333,146.0472,330.8,2019-12-21,352,MOORNGAG
-36.9306,141.3569,337.3,2019-12-21,352,ULLSWATER
-36.9255,141.3611,342.8,2019-12-21,352,ULLSWATER
-36.6383,141.4948,336.3,2019-12-21,352,GOROKE
-36.6372,141.4664,339.9,2019-12-21,352,GOROKE
-36.6404,141.459,325.6,2019-12-21,352,GOROKE
-36.625,141.4577,336.8,2019-12-21,352,PERONNE
-36.6229,141.4935,364.9,2019-12-21,352,GOROKE
-37.7887,141.4144,316.8,2019-12-21,530,KILLARA
-37.7715,141.407,314.4,2019-12-21,530,KILLARA
-37.6309,147.7835,333.9,2019-12-21,1316,DEPTFORD
-37.6124,147.89,322.6,2019-12-21,1316,DOUBLE BRIDGES
-37.6285,147.797,322.1,2019-12-21,1316,DEPTFORD
-37.6147,147.8768,326.3,2019-12-21,1316,DOUBLE BRIDGES
-37.61,147.9035,317.4,2019-12-21,1316,DOUBLE BRIDGES
-37.6053,147.9307,318.6,2019-12-21,1316,DOUBLE BRIDGES
-37.6428,147.7732,332.7,2019-12-21,1316,DEPTFORD
-37.622,147.8929,311.3,2019-12-21,1316,DOUBLE BRIDGES
-37.6409,147.8426,320.2,2019-12-21,1316,DOUBLE BRIDGES
-37.5957,147.9274,322.1,2019-12-21,1316,DOUBLE BRIDGES
-37.5933,147.9412,328.9,2019-12-21,1316,DOUBLE BRIDGES
-37.6331,147.7705,314.9,2019-12-21,1316,DEPTFORD
-37.598,147.9138,330.1,2019-12-21,1316,DOUBLE BRIDGES
-37.5842,147.75,328.1,2019-12-21,1316,DEPTFORD
-37.6086,147.7846,326.2,2019-12-21,1316,DEPTFORD
-37.6212,147.7808,330.4,2019-12-21,1316,DEPTFORD
-37.6189,147.7942,321.2,2019-12-21,1316,DEPTFORD
-37.6027,147.887,321.8,2019-12-21,1316,DOUBLE BRIDGES
-37.6073,147.8608,320.2,2019-12-21,1316,DOUBLE BRIDGES
-37.605,147.8738,330.9,2019-12-21,1316,DOUBLE BRIDGES
-37.5979,147.9074,327.8,2019-12-21,1316,DOUBLE BRIDGES
-37.5835,147.9318,322.0,2019-12-21,1316,DOUBLE BRIDGES
-37.5932,147.9346,332.2,2019-12-21,1316,DOUBLE BRIDGES
-37.5909,147.9482,307.7,2019-12-21,1316,DOUBLE BRIDGES
-37.5812,147.9453,338.1,2019-12-21,1316,DOUBLE BRIDGES
-37.6024,147.8805,325.8,2019-12-21,1316,DOUBLE BRIDGES
-37.6183,147.7875,332.0,2019-12-21,1316,DEPTFORD
-37.6047,147.8675,322.5,2019-12-21,1316,DOUBLE BRIDGES
-37.5738,147.9291,337.3,2019-12-21,1316,DOUBLE BRIDGES
-37.5819,147.7635,317.5,2019-12-21,1316,DEPTFORD
-37.5664,147.9131,319.3,2019-12-21,1316,DOUBLE BRIDGES
-37.5715,147.9424,322.9,2019-12-21,1316,DOUBLE BRIDGES
-37.5617,147.9399,311.5,2019-12-21,1316,DOUBLE BRIDGES
-37.5761,147.9157,322.3,2019-12-21,1316,DOUBLE BRIDGES
-37.6057,147.7424,327.7,2019-12-21,1316,DEPTFORD
-37.6035,147.7557,326.0,2019-12-21,1316,DEPTFORD
-37.5915,147.7663,322.9,2019-12-21,1316,DEPTFORD
-37.5613,147.8837,330.6,2019-12-21,1316,DOUBLE BRIDGES
-37.571,147.8862,326.0,2019-12-21,1316,DOUBLE BRIDGES
-37.5687,147.8996,328.3,2019-12-21,1316,DOUBLE BRIDGES
-37.559,147.8971,355.4,2019-12-21,1316,DOUBLE BRIDGES
-37.5938,147.7528,345.4,2019-12-21,1316,DEPTFORD
-37.552,147.9375,300.6,2019-12-21,1316,DOUBLE BRIDGES
-37.5961,147.7397,326.9,2019-12-21,1316,DEPTFORD
-37.5301,147.8877,339.3,2019-12-21,1317,TIMBARRA
-37.5278,147.9007,318.9,2019-12-21,1317,TIMBARRA
-37.565,147.7442,326.8,2019-12-21,1317,DEPTFORD
-38.0766,141.8046,307.4,2019-12-21,1317,LAKE CONDAH
-37.5204,147.885,353.1,2019-12-21,1317,TIMBARRA
-37.5181,147.8978,340.5,2019-12-21,1317,TIMBARRA
-37.5554,147.7412,309.6,2019-12-21,1317,DEPTFORD
-37.4042,147.6596,335.4,2019-12-21,1317,STIRLING
-38.075,141.8177,318.9,2019-12-21,1317,LAKE CONDAH
-37.4315,147.7368,305.2,2019-12-21,1317,STIRLING
-37.5226,147.872,323.7,2019-12-21,1317,TAMBO CROSSING
-37.3621,147.5995,316.0,2019-12-21,1317,BROOKVILLE
-37.4066,147.6457,327.0,2019-12-21,1317,STIRLING
-37.2432,148.5181,326.0,2019-12-21,1317,YALMY
-37.2407,148.5321,302.2,2019-12-21,1317,BONANG
-38.0925,141.4122,304.4,2019-12-21,1317,DRUMBORG
-37.9095,141.504,343.7,2019-12-21,1317,HOTSPUR
-38.0909,141.4258,305.3,2019-12-21,1317,DRUMBORG
-37.9208,141.4924,328.7,2019-12-21,1317,HOTSPUR
-38.0811,141.4239,311.0,2019-12-21,1317,DRUMBORG
-37.9192,141.5058,326.2,2019-12-21,1317,HOTSPUR
-38.0827,141.4103,323.2,2019-12-21,1317,DRUMBORG
-37.771,141.3833,303.7,2019-12-21,1317,KILLARA
-37.525999999999996,141.2235,303.0,2019-12-21,1317,LAKE MUNDI
-37.9013,141.4888,323.6,2019-12-21,1317,HOTSPUR
-37.911,141.4906,379.8,2019-12-21,1317,HOTSPUR
-37.7529,141.366,319.4,2019-12-21,1317,KILLARA
-37.7612,141.3814,332.7,2019-12-21,1317,KILLARA
-37.7514,141.3796,336.7,2019-12-21,1317,KILLARA
-37.7627,141.3679,315.6,2019-12-21,1317,KILLARA
-36.6238,141.4855,308.1,2019-12-21,1317,GOROKE
-36.6253,141.4727,331.5,2019-12-21,1317,GOROKE
-36.5721,141.4832,300.7,2019-12-21,1317,GOROKE
-37.5869,147.7668,323.1,2019-12-21,1455,DEPTFORD
-37.5971,147.8763,310.2,2019-12-21,1455,DOUBLE BRIDGES
-37.5745,147.9381,321.1,2019-12-21,1455,DOUBLE BRIDGES
-37.3677,147.6048,304.8,2019-12-21,1455,BROOKVILLE
-37.3639,147.5861,300.9,2019-12-21,1455,BROOKVILLE
-37.4075,147.6854,306.9,2019-12-21,1455,STIRLING
-37.5727,147.9269,316.9,2019-12-21,1455,DOUBLE BRIDGES
-37.5081,147.8941,304.7,2019-12-21,1455,TIMBARRA
-37.404,147.6676,305.4,2019-12-21,1455,STIRLING
-37.4867,147.787,330.2,2019-12-21,1455,STIRLING
-37.3976,147.5757,300.8,2019-12-21,1455,MARTHAVALE
-37.4834,147.77,314.7,2019-12-21,1455,STIRLING
-37.4721,147.7727,317.4,2019-12-21,1455,STIRLING
-37.5299,147.8864,325.7,2019-12-21,1455,TIMBARRA
-37.5659,147.8918,314.1,2019-12-21,1455,DOUBLE BRIDGES
-37.5225,147.9081,343.8,2019-12-21,1455,TIMBARRA
-37.519,147.8903,344.6,2019-12-21,1455,TIMBARRA
-37.5353,147.7355,306.7,2019-12-21,1455,DEPTFORD
-37.5333,147.904,335.6,2019-12-21,1455,TIMBARRA
-37.5582,147.9123,316.2,2019-12-21,1455,TIMBARRA
-37.5548,147.8948,319.8,2019-12-21,1455,DOUBLE BRIDGES
-37.598,147.7633,318.4,2019-12-21,1455,DEPTFORD
-37.5945,147.7458,319.2,2019-12-21,1455,DEPTFORD
-37.6114,147.8898,325.4,2019-12-21,1455,DOUBLE BRIDGES
-37.6596,147.7754,300.4,2019-12-21,1455,FAIRY DELL
-37.6485,147.7788,309.0,2019-12-21,1455,DEPTFORD
-37.616,147.7951,316.9,2019-12-21,1455,DEPTFORD
-37.6079,147.8723,324.4,2019-12-21,1455,DOUBLE BRIDGES
-37.9026,141.49200000000002,301.9,2019-12-21,1456,HOTSPUR
-38.0708,141.8122,337.6,2019-12-22,20,LAKE CONDAH
-37.9317,141.5041,335.5,2019-12-22,20,HOTSPUR
-37.9215,141.5074,340.6,2019-12-22,20,HOTSPUR
-37.2233,148.5207,310.3,2019-12-22,20,YALMY
-37.916,141.4775,340.2,2019-12-22,20,HOTSPUR
-36.4285,145.1792,325.8,2019-12-22,20,TATURA
-36.4267,145.1678,330.5,2019-12-22,20,BYRNESIDE
-37.5676,147.9021,333.1,2019-12-22,20,DOUBLE BRIDGES
-37.3148,148.4446,305.1,2019-12-22,20,YALMY
-37.9086,141.4956,346.1,2019-12-22,20,HOTSPUR
-37.3054,148.4465,310.0,2019-12-22,20,YALMY
-37.2343,148.4547,308.5,2019-12-22,20,YALMY
-37.2799,148.5092,313.4,2019-12-22,20,YALMY
-37.2626,148.525,317.3,2019-12-22,20,BONANG
-37.4419,148.0073,305.5,2019-12-22,20,BUCHAN
-37.4036,147.5733,314.6,2019-12-22,20,MARTHAVALE
-37.3494,148.2626,320.1,2019-12-22,20,W TREE
-37.3477,148.25,322.8,2019-12-22,20,W TREE
-37.402,147.5616,312.6,2019-12-22,20,MARTHAVALE
-37.4071,147.6705,326.9,2019-12-22,20,STIRLING
-37.566,147.89,336.4,2019-12-22,20,DOUBLE BRIDGES
-37.4962,147.984,308.9,2019-12-22,20,TIMBARRA
-37.4945,147.9716,315.0,2019-12-22,20,TIMBARRA
-37.4692,147.7803,330.6,2019-12-22,20,STIRLING
-37.4676,147.7682,328.1,2019-12-22,20,STIRLING
-37.5179,147.8868,335.4,2019-12-22,20,TIMBARRA
-37.5344,147.7237,332.9,2019-12-22,20,DEPTFORD
-37.4945,147.7809,332.4,2019-12-22,20,STIRLING
-37.4929,147.7687,326.6,2019-12-22,20,STIRLING
-37.5189,147.6782,338.5,2019-12-22,20,DEPTFORD
-37.5194,147.8985,337.7,2019-12-22,20,TIMBARRA
-37.5287,147.8967,346.4,2019-12-22,20,TIMBARRA
-37.4957,147.6467,333.1,2019-12-22,20,DEPTFORD
-37.5833,147.9485,339.6,2019-12-22,20,DOUBLE BRIDGES
-37.9058,141.4806,399.1,2019-12-22,20,HOTSPUR
-37.6172,147.8732,346.1,2019-12-22,20,DOUBLE BRIDGES
-37.5845,147.7688,327.6,2019-12-22,20,DEPTFORD
-37.5829,147.7567,358.2,2019-12-22,20,DEPTFORD
-37.5653,147.74200000000002,335.6,2019-12-22,20,DEPTFORD
-37.5972,147.9392,340.7,2019-12-22,20,DOUBLE BRIDGES
-37.5721,147.7463,327.3,2019-12-22,20,DEPTFORD
-37.5922,147.7548,372.0,2019-12-22,20,DEPTFORD
-37.6014,147.753,344.3,2019-12-22,20,DEPTFORD
-37.5906,147.7428,351.9,2019-12-22,20,DEPTFORD
-37.6034,147.9131,337.1,2019-12-22,20,DOUBLE BRIDGES
-37.5999,147.7411,338.4,2019-12-22,20,DEPTFORD
-37.5938,147.7669,338.0,2019-12-22,20,DEPTFORD
-37.6095,147.8869,352.5,2019-12-22,20,DOUBLE BRIDGES
-37.6079,147.8749,353.9,2019-12-22,20,DOUBLE BRIDGES
-37.6139,147.775,327.9,2019-12-22,20,DEPTFORD
-37.8956,141.4836,311.2,2019-12-22,20,HOTSPUR
-37.6525,147.7796,373.1,2019-12-22,20,DEPTFORD
-37.6188,147.8852,355.6,2019-12-22,20,DOUBLE BRIDGES
-36.6239,141.4771,345.3,2019-12-22,20,GOROKE
-37.6154,147.787,340.5,2019-12-22,20,DEPTFORD
-37.6263,147.7972,331.1,2019-12-22,20,DEPTFORD
-37.6247,147.7851,340.6,2019-12-22,20,DEPTFORD
-37.667,147.7708,376.7,2019-12-22,20,FAIRY DELL
-37.7626,141.3859,319.0,2019-12-22,20,KILLARA
-37.6634,147.7897,361.8,2019-12-22,20,FAIRY DELL
-37.6618,147.7777,395.3,2019-12-22,20,FAIRY DELL
-37.7546,141.378,325.4,2019-12-22,20,KILLARA
-37.6685,147.7828,405.5,2019-12-22,20,FAIRY DELL
-38.0102,145.2617,317.1,2019-12-22,20,HALLAM
-37.9062,145.2457,314.2,2019-12-22,20,ROWVILLE
-38.0835,141.8237,317.0,2019-12-22,20,LAKE CONDAH
-38.0808,141.8093,324.8,2019-12-22,20,LAKE CONDAH
-38.0735,141.8266,328.2,2019-12-22,20,LAKE CONDAH
-38.1004,141.4099,313.2,2019-12-22,20,DRUMBORG
-38.1032,141.4249,318.4,2019-12-22,20,DRUMBORG
-37.9188,141.4925,366.4,2019-12-22,20,HOTSPUR
-37.6004,147.9247,332.0,2019-12-22,434,DOUBLE BRIDGES
-37.4815,147.7688,332.8,2019-12-22,434,STIRLING
-37.493,147.77200000000002,326.3,2019-12-22,434,STIRLING
-37.4759,147.7733,335.7,2019-12-22,434,STIRLING
-37.6425,147.8363,338.3,2019-12-22,434,DEPTFORD
-37.5103,147.6638,333.0,2019-12-22,434,DEPTFORD
-37.6654,147.7822,344.3,2019-12-22,434,FAIRY DELL
-37.6615,147.8014,364.3,2019-12-22,434,FAIRY DELL
-37.664,147.7674,316.9,2019-12-22,434,FAIRY DELL
-38.5787,143.4195,310.9,2019-12-22,434,CARLISLE RIVER
-37.6602,147.7861,369.1,2019-12-22,434,FAIRY DELL
-37.6563,147.8053,377.2,2019-12-22,434,DEPTFORD
-37.6502,147.7978,415.4,2019-12-22,434,DEPTFORD
-37.4874,147.7765,326.6,2019-12-22,434,STIRLING
-37.586,147.7555,328.8,2019-12-22,434,DEPTFORD
-37.6234,147.8709,350.6,2019-12-22,434,DOUBLE BRIDGES
-37.654,147.7786,357.1,2019-12-22,434,DEPTFORD
-37.6196,147.8899,349.0,2019-12-22,434,DOUBLE BRIDGES
-37.6117,147.9296,337.0,2019-12-22,434,DOUBLE BRIDGES
-37.5775,147.9172,336.0,2019-12-22,434,DOUBLE BRIDGES
-37.6011,147.7406,373.6,2019-12-22,434,DEPTFORD
-37.5735,147.9365,345.3,2019-12-22,434,DOUBLE BRIDGES
-37.611999999999995,147.8669,330.6,2019-12-22,434,DOUBLE BRIDGES
-37.5973,147.7595,364.9,2019-12-22,434,DEPTFORD
-37.562,147.9332,339.4,2019-12-22,434,DOUBLE BRIDGES
-37.5699,147.8942,341.4,2019-12-22,434,DOUBLE BRIDGES
-37.5659,147.9138,338.1,2019-12-22,434,DOUBLE BRIDGES
-37.539,147.9257,329.4,2019-12-22,434,TIMBARRA
-37.3679,148.3544,313.3,2019-12-22,434,YALMY
-37.5252,147.8906,328.9,2019-12-22,434,TIMBARRA
-37.5898,147.7368,325.6,2019-12-22,434,DEPTFORD
-37.5671,147.7416,331.6,2019-12-22,434,DEPTFORD
-37.5748,147.7513,319.9,2019-12-22,434,DEPTFORD
-37.5933,147.7315,330.1,2019-12-22,434,DEPTFORD
-37.5897,147.7498,364.9,2019-12-22,434,DEPTFORD
-37.5136,147.8877,345.7,2019-12-22,434,TIMBARRA
-37.5217,147.6672,339.5,2019-12-22,434,DEPTFORD
-37.498000000000005,147.9647,312.9,2019-12-22,434,TIMBARRA
-37.4937,147.986,309.7,2019-12-22,434,TIMBARRA
-37.4989,147.7797,321.3,2019-12-22,434,STIRLING
-37.5173,147.8693,345.2,2019-12-22,434,TAMBO CROSSING
-37.3887,148.3153,313.7,2019-12-22,434,W TREE
-37.5294,147.6884,341.4,2019-12-22,434,DEPTFORD
-37.4925,147.6523,326.8,2019-12-22,434,STIRLING
-37.5037,147.6566,331.3,2019-12-22,434,DEPTFORD
-37.3631,148.2346,316.4,2019-12-22,434,W TREE
-37.2858,148.3646,317.8,2019-12-22,434,YALMY
-37.3588,148.2556,352.4,2019-12-22,434,W TREE
-37.4962,147.6337,332.4,2019-12-22,434,DEPTFORD
-37.2929,148.4526,314.9,2019-12-22,434,YALMY
-37.3471,148.2517,337.5,2019-12-22,434,W TREE
-37.3962,148.0112,314.3,2019-12-22,434,BUCHAN
-37.3513,148.231,314.0,2019-12-22,434,W TREE
-38.0981,141.4143,362.8,2019-12-22,435,DRUMBORG
-37.2317,148.5006,314.0,2019-12-22,435,YALMY
-36.6204,141.455,336.5,2019-12-22,435,PERONNE
-37.2536,148.3971,319.5,2019-12-22,435,YALMY
-38.0691,141.804,384.8,2019-12-22,435,LAKE CONDAH
-37.3758,147.5836,325.9,2019-12-22,435,BROOKVILLE
-37.2489,148.4196,322.8,2019-12-22,435,YALMY
-37.3981,147.6532,321.1,2019-12-22,435,STIRLING
-37.406,147.6625,318.3,2019-12-22,435,STIRLING
-37.2371,148.4506,320.5,2019-12-22,435,YALMY
-37.2239,148.5146,313.8,2019-12-22,435,YALMY
-38.0855,141.8197,364.7,2019-12-22,435,LAKE CONDAH
-38.0798,141.7947,344.0,2019-12-22,435,LAKE CONDAH
-38.0838,141.8311,326.9,2019-12-22,435,LAKE CONDAH
-37.38,147.5627,325.0,2019-12-22,435,BROOKVILLE
-38.0781,141.8061,372.9,2019-12-22,435,LAKE CONDAH
-38.0871,141.8083,361.3,2019-12-22,435,LAKE CONDAH
-38.0764,141.8176,345.9,2019-12-22,435,LAKE CONDAH
-38.0748,141.829,343.5,2019-12-22,435,LAKE CONDAH
-38.0875,141.4236,322.4,2019-12-22,435,DRUMBORG
-36.6187,141.4662,357.0,2019-12-22,435,GOROKE
-37.9087,141.4525,395.7,2019-12-22,435,WINNAP
-37.9203,141.4972,341.4,2019-12-22,435,HOTSPUR
-37.9277,141.5107,323.0,2019-12-22,435,HOTSPUR
-37.9309,141.4879,358.7,2019-12-22,435,HOTSPUR
-37.9293,141.4993,382.3,2019-12-22,435,HOTSPUR
-37.9145,141.4774,371.0,2019-12-22,435,HOTSPUR
-37.9071,141.4639,423.4,2019-12-22,435,HOTSPUR
-37.9128,141.4888,332.7,2019-12-22,435,HOTSPUR
-37.9236,141.4744,340.0,2019-12-22,435,HOTSPUR
-37.9054,141.4753,356.5,2019-12-22,435,HOTSPUR
-37.9161,141.466,348.5,2019-12-22,435,HOTSPUR
-37.9038,141.4867,336.1,2019-12-22,435,HOTSPUR
-37.9022,141.4981,332.3,2019-12-22,435,HOTSPUR
-37.8981,141.4618,427.1,2019-12-22,435,WINNAP
-36.6171,141.4774,336.8,2019-12-22,435,GOROKE
-37.8907,141.4483,455.9,2019-12-22,435,WINNAP
-37.8964,141.4732,411.3,2019-12-22,435,HOTSPUR
-37.889,141.4597,409.3,2019-12-22,435,WINNAP
-37.8997,141.4504,438.9,2019-12-22,435,WINNAP
-37.8874,141.4711,322.4,2019-12-22,435,HOTSPUR
-37.9013,141.439,347.4,2019-12-22,435,WINNAP
-37.7735,141.3686,374.6,2019-12-22,435,KILLARA
-36.6277,141.4682,337.4,2019-12-22,435,GOROKE
-37.7718,141.38,378.4,2019-12-22,435,KILLARA
-37.8923,141.4369,393.5,2019-12-22,435,WINNAP
-36.6261,141.4795,344.9,2019-12-22,435,GOROKE
-37.3009,143.4399,342.9,2019-12-22,435,CHUTE
-37.2783,143.4594,362.2,2019-12-22,435,MOUNT LONARCH
-37.2877,143.4617,332.3,2019-12-22,435,LEXTON
-37.9219,141.4858,380.3,2019-12-22,435,HOTSPUR
-37.5786,148.0071,300.5,2019-12-22,1221,BUCHAN SOUTH
-37.6372,147.7935,313.0,2019-12-22,1221,DEPTFORD
-37.6527,147.7946,313.7,2019-12-22,1221,DEPTFORD
-37.6329,147.7983,303.5,2019-12-22,1221,DEPTFORD
-37.6484,147.7992,319.7,2019-12-22,1221,DEPTFORD
-37.5231,147.8989,313.2,2019-12-22,1221,TIMBARRA
-37.5969,147.6789,302.2,2019-12-22,1221,DEPTFORD
-37.5266,147.8914,312.6,2019-12-22,1221,TIMBARRA
-37.4917,147.9625,301.5,2019-12-22,1221,TIMBARRA
-37.5112,147.8901,305.2,2019-12-22,1221,TIMBARRA
-37.6531,147.7878,303.3,2019-12-22,1359,DEPTFORD
-37.8848,141.4602,306.0,2019-12-22,1359,WINNAP
-38.0766,141.8168,305.2,2019-12-22,1359,LAKE CONDAH
-37.5705,147.9942,323.9,2019-12-22,1538,BUCHAN SOUTH
-37.5639,147.9275,311.6,2019-12-22,1538,DOUBLE BRIDGES
-37.402,147.6968,306.0,2019-12-22,1538,STIRLING
-37.4004,147.6816,300.2,2019-12-22,1538,STIRLING
-37.3672,147.5718,303.2,2019-12-22,1538,BROOKVILLE
-37.2488,148.5238,307.2,2019-12-22,1538,BONANG
-37.4697,147.7816,304.6,2019-12-22,1538,STIRLING
-37.5453,147.7445,310.0,2019-12-22,1538,DEPTFORD
-37.5136,147.8901,322.5,2019-12-22,1538,TIMBARRA
-37.3988,147.5664,308.8,2019-12-22,1538,MARTHAVALE
-37.5028,147.8913,343.9,2019-12-22,1538,TIMBARRA
-37.4897,147.9785,311.0,2019-12-22,1538,TIMBARRA
-37.5013,147.8763,314.5,2019-12-22,1538,TIMBARRA
-37.4915,147.9962,305.1,2019-12-22,1538,TIMBARRA
-37.5297,147.9393,307.1,2019-12-22,1538,TIMBARRA
-37.5329,147.7296,307.4,2019-12-22,1538,DEPTFORD
-37.5261,147.9046,324.4,2019-12-22,1538,TIMBARRA
-37.5152,147.9055,316.9,2019-12-22,1538,TIMBARRA
-37.5693,148.0013,313.1,2019-12-22,1538,BUCHAN SOUTH
-37.5285,147.7207,311.0,2019-12-22,1538,DEPTFORD
-37.5676,147.9849,313.3,2019-12-22,1538,BUCHAN SOUTH
-37.541,147.7357,314.3,2019-12-22,1538,DEPTFORD
-37.3309,142.4962,310.8,2019-12-22,1538,GRAMPIANS
-37.5792,147.757,317.4,2019-12-22,1538,DEPTFORD
-37.5668,147.7415,326.7,2019-12-22,1538,DEPTFORD
-37.556,147.7428,318.3,2019-12-22,1538,DEPTFORD
-37.583,148.0085,311.7,2019-12-22,1538,BUCHAN SOUTH
-37.5814,147.9927,308.7,2019-12-22,1538,BUCHAN SOUTH
-37.6145,147.8855,305.4,2019-12-22,1538,DOUBLE BRIDGES
-37.6523,147.7906,323.2,2019-12-22,1538,DEPTFORD
-37.6128,147.8692,310.0,2019-12-22,1538,DOUBLE BRIDGES
-37.6048,148.0057,324.8,2019-12-22,1538,BUCHAN SOUTH
-37.6432,147.8089,328.4,2019-12-22,1538,DEPTFORD
-37.6382,147.7983,323.5,2019-12-22,1538,DEPTFORD
-37.6415,147.7922,322.2,2019-12-22,1538,DEPTFORD
-37.6399,147.8148,322.0,2019-12-22,1538,DEPTFORD
-37.7695,141.3905,301.5,2019-12-22,1538,KILLARA
-37.7677,141.3787,306.8,2019-12-22,1538,KILLARA
-37.9111,141.476,307.1,2019-12-22,1538,HOTSPUR
-37.9257,141.5085,305.2,2019-12-22,1538,HOTSPUR
-37.9239,141.4969,313.6,2019-12-22,1538,HOTSPUR
-37.3529,148.3595,308.9,2019-12-22,2325,W TREE
-37.653,147.8122,317.0,2019-12-22,2325,DEPTFORD
-37.9253,141.4886,331.2,2019-12-23,103,HOTSPUR
-37.5974,147.6719,323.3,2019-12-23,103,DEPTFORD
-37.9117,141.4704,320.9,2019-12-23,103,HOTSPUR
-37.273,148.504,313.2,2019-12-23,103,YALMY
-37.275,148.5095,315.5,2019-12-23,103,YALMY
-37.8883,141.4736,323.3,2019-12-23,103,HOTSPUR
-37.3336,142.4989,313.8,2019-12-23,103,MAFEKING
-37.7789,141.3968,315.9,2019-12-23,103,KILLARA
-37.7772,141.3779,341.7,2019-12-23,103,KILLARA
-37.9339,141.5023,325.5,2019-12-23,103,HOTSPUR
-37.9272,141.5086,325.6,2019-12-23,103,HOTSPUR
-38.0886,141.8248,318.0,2019-12-23,103,LAKE CONDAH
-38.0747,141.8056,315.8,2019-12-23,103,LAKE CONDAH
-38.0867,141.804,320.8,2019-12-23,103,LAKE CONDAH
-38.0766,141.8264,318.0,2019-12-23,103,LAKE CONDAH
-37.5016,147.9726,320.4,2019-12-23,339,TIMBARRA
-38.0865,141.78,312.0,2019-12-23,339,LAKE CONDAH
-38.0848,141.8359,308.1,2019-12-23,339,LAKE CONDAH
-38.0833,141.7877,313.5,2019-12-23,339,LAKE CONDAH
-37.51,147.8872,334.5,2019-12-23,339,TIMBARRA
-37.5028,147.9775,320.5,2019-12-23,339,TIMBARRA
-37.5225,147.8894,322.6,2019-12-23,339,TIMBARRA
-37.3684,147.5596,316.2,2019-12-23,339,BROOKVILLE
-37.3667,147.5808,309.5,2019-12-23,339,BROOKVILLE
-37.3489,148.2554,304.7,2019-12-23,339,W TREE
-36.5799,147.2511,301.5,2019-12-23,1305,MITTA MITTA
-37.3664,147.5637,324.5,2019-12-24,8,BROOKVILLE
-37.5956,147.6021,328.8,2019-12-24,8,DEPTFORD
-37.5698,147.5601,340.6,2019-12-24,8,DEPTFORD
-37.9368,141.5124,320.5,2019-12-24,8,HOTSPUR
-37.53,147.6672,386.4,2019-12-24,8,DEPTFORD
-37.5406,147.5555,325.8,2019-12-24,8,RYANS
-37.5209,147.6693,323.0,2019-12-24,8,DEPTFORD
-37.3445,148.2459,320.0,2019-12-24,8,W TREE
-37.5588,147.5506,337.4,2019-12-24,8,DEPTFORD
-37.3227,148.4587,311.1,2019-12-24,8,YALMY
-37.263000000000005,148.5494,331.0,2019-12-24,8,BONANG
-37.2522,148.5402,319.4,2019-12-24,8,BONANG
-37.2292,148.4512,317.3,2019-12-24,8,YALMY
-37.3648,147.6127,331.9,2019-12-24,8,BROOKVILLE
-37.5317,147.9019,342.4,2019-12-24,8,TIMBARRA
-37.4218,147.7311,329.9,2019-12-24,8,STIRLING
-37.3866,147.5706,327.2,2019-12-24,8,MARTHAVALE
-37.3756,147.5617,340.4,2019-12-24,8,BROOKVILLE
-37.5136,147.9066,340.2,2019-12-24,8,TIMBARRA
-37.4893,147.6348,323.9,2019-12-24,8,STIRLING
-37.4751,147.7834,325.0,2019-12-24,8,STIRLING
-37.4972,147.9821,308.7,2019-12-24,8,TIMBARRA
-37.528,147.9385,326.6,2019-12-24,8,TIMBARRA
-37.5262,147.9271,333.5,2019-12-24,8,TIMBARRA
-37.5244,147.9157,337.2,2019-12-24,8,TIMBARRA
-37.5003,147.644,326.3,2019-12-24,8,DEPTFORD
-37.5497,147.553,321.4,2019-12-24,8,DEPTFORD
-37.5371,147.9361,322.7,2019-12-24,8,TIMBARRA
-37.519,147.6576,380.2,2019-12-24,8,DEPTFORD
-37.5112,147.6533,393.4,2019-12-24,8,DEPTFORD
-37.5171,147.6458,344.4,2019-12-24,8,DEPTFORD
-37.5131,147.665,362.4,2019-12-24,8,DEPTFORD
-37.5281,147.6554,370.6,2019-12-24,8,DEPTFORD
-37.5634,147.9357,328.0,2019-12-24,8,DOUBLE BRIDGES
-37.5266,147.7047,322.6,2019-12-24,8,DEPTFORD
-37.5485,147.72299999999998,336.7,2019-12-24,8,DEPTFORD
-37.5338,147.6906,329.0,2019-12-24,8,DEPTFORD
-37.5319,147.6788,333.7,2019-12-24,8,DEPTFORD
-37.5864,147.6043,364.4,2019-12-24,8,DEPTFORD
-37.5905,147.7488,322.4,2019-12-24,8,DEPTFORD
-37.5793,147.6786,331.4,2019-12-24,8,DEPTFORD
-37.5886,147.7371,338.2,2019-12-24,8,DEPTFORD
